Title,UID,Authors,Pub_Year,PMCID,DOI,Data_availability_statement,Metabolomics,Primary_study,Statement_classification,Data_sharing_class,Raw_data,Repository,Accession_number,Link,Clinical_human_study,Notes
Natural reversal of pulmonary vascular remodeling and right ventricular remodeling in SU5416/hypoxia-treated Sprague-Dawley rats.,28809956,"Zungu-Edmondson M, Shults NV, Melnyk O, Suzuki YJ",2017,PMC5557492,10.1371/journal.pone.0182551,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,0,
Metabolomic profiling of amines in sepsis predicts changes in NOS canonical pathways.,28813479,"Tesfai A, MacCallum N, Kirkby NS, Gashaw H, Gray N, Want E, Quinlan GJ, Mumby S, Leiper JM, Paul-Clark M, Ahmetaj-Shala B, Mitchell JA",2017,PMC5557592,10.1371/journal.pone.0183025,All relevant data are within the paper and its Supporting Information files.,1,1,A,3,0,,,,1,
Towards Elucidating Carnosic Acid Biosynthesis in Lamiaceae: Functional Characterization of the Three First Steps of the Pathway in Salvia fruticosa and Rosmarinus officinalis.,26020634,"Bozic D, Papaefthimiou D, Brôckner K, de Vos RC, Tsoleridis CA, Katsarou D, Papanikolaou A, Pateraki I, Chatzopoulou FM, Dimitriadou E, Kostas S, Manzano D, Scheler U, Ferrer A, Tissier A, Makris AM, Kampranis SC, Kanellis AK",2015,PMC4447455,10.1371/journal.pone.0124106,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
"Structure Elucidation of the Metabolites of 2', 3', 5'-Tri-O-Acetyl-N6-(3-Hydroxyphenyl) Adenosine in Rat Urine by HPLC-DAD, ESI-MS and Off-Line Microprobe NMR.",26029929,"Guo W, Jin M, Miao Z, Qu K, Liu X, Zhang P, Qin H, Zhu H, Wang Y",2015,PMC4451981,10.1371/journal.pone.0127583,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
Functional Characterization of a Ketoreductase-Encoding Gene med-ORF12 Involved in the Formation of a Stereospecific Pyran Ring during the Biosynthesis of an Antitumor Antibiotic Medermycin.,26162081,"He Q, Li L, Yang T, Li R, Li A",2015,PMC4498746,10.1371/journal.pone.0132431,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
An Integrated Metabolomic and Microbiome Analysis Identified Specific Gut Microbiota Associated with Fecal Cholesterol and Coprostanol in Clostridium difficile Infection.,26871580,"Antharam VC, McEwen DC, Garrett TJ, Dossey AT, Li EC, Kozlov AN, Mesbah Z, Wang GP",2016,PMC4752508,10.1371/journal.pone.0148824,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,1,
The Systematic Investigation of the Quorum Sensing System of the Biocontrol Strain Pseudomonas chlororaphis subsp. aurantiaca PB-St2 Unveils aurI to Be a Biosynthetic Origin for 3-Oxo-Homoserine Lactones.,27861617,"Bauer JS, Hauck N, Christof L, Mehnaz S, Gust B, Gross H",2016,PMC5115851,10.1371/journal.pone.0167002,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
Time resolved and label free monitoring of extracellular metabolites by surface enhanced Raman spectroscopy.,28419111,"Shalabaeva V, Lovato L, La Rocca R, Messina GC, Dipalo M, Miele E, Perrone M, Gentile F, De Angelis F",2017,PMC5395151,10.1371/journal.pone.0175581,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
Impact of novel palmitoylated prolactin-releasing peptide analogs on metabolic changes in mice with diet-induced obesity.,28820912,"Prazienkova V, Holubova M, Pelantova H, Buganova M, Pirnik Z, Mikulaskova B, Popelova A, Blechova M, Haluzik M, Zelezna B, Kuzma M, Kunes J, Maletinska L",2017,PMC5562305,10.1371/journal.pone.0183449,All relevant data are within the paper and its Supporting Information files.,1,1,A,4,0,,,,0,
Proteomic Analysis of Drug-Resistant Mycobacteria: Co-Evolution of Copper and INH Resistance.,26035302,"Chen Y, Yang F, Sun Z, Wang Q, Mi K, Deng H",2015,PMC4452738,10.1371/journal.pone.0127788,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Urinary prostaglandin E2 metabolite and pancreatic cancer risk: case-control study in urban Shanghai.,25679523,"Zhao J, Wang J, Du J, Xu H, Zhang W, Ni QX, Yu H, Risch HA, Gao YT, Gao Y",2015,PMC4332509,10.1371/journal.pone.0118004,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,1,
"Symmorphosis through dietary regulation: a combinatorial role for proteolysis, autophagy and protein synthesis in normalising muscle metabolism and function of hypertrophic mice after acute starvation.",25807490,"Collins-Hooper H, Sartori R, Giallourou N, Matsakas A, Mitchell R, Makarenkova HP, Flasskamp H, Macharia R, Ray S, Swann JR, Sandri M, Patel K",2015,PMC4373938,10.1371/journal.pone.0120524,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"Systems biology analysis merging phenotype, metabolomic and genomic data identifies Non-SMC Condensin I Complex, Subunit G (NCAPG) and cellular maintenance processes as major contributors to genetic variability in bovine feed efficiency.",25875852,"Widmann P, Reverter A, Weikard R, Suhre K, Hammon HM, Albrecht E, Kuehn C",2015,PMC4398489,10.1371/journal.pone.0124574,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Multi-Organ Contribution to the Metabolic Plasma Profile Using Hierarchical Modelling.,26086868,"Torell F, Bennett K, Cereghini S, Rannar S, Lundstedt-Enkel K, Moritz T, Haumaitre C, Trygg J, Lundstedt T",2015,PMC4472231,10.1371/journal.pone.0129260,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Proteomic and Metabolomic Analyses Reveal Contrasting Anti-Inflammatory Effects of an Extract of Mucor Racemosus Secondary Metabolites Compared to Dexamethasone.,26496078,"Meier SM, Muqaku B, Ullmann R, Bileck A, Kreutz D, Mader JC, Knasmuller S, Gerner C",2015,PMC4619718,10.1371/journal.pone.0140367,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Metformin Improves Diabetic Bone Health by Re-Balancing Catabolism and Nitrogen Disposal.,26716870,"Li X, Guo Y, Yan W, Snyder MP, Li X",2015,PMC4696809,10.1371/journal.pone.0146152,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Replication of the Shrimp Virus WSSV Depends on Glutamate-Driven Anaplerosis.,26751681,"Li CY, Wang YJ, Huang SW, Cheng CS, Wang HC",2016,PMC4709008,10.1371/journal.pone.0146902,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Impact of Azithromycin on the Quorum Sensing-Controlled Proteome of Pseudomonas aeruginosa.,26808156,"Swatton JE, Davenport PW, Maunders EA, Griffin JL, Lilley KS, Welch M",2016,PMC4726577,10.1371/journal.pone.0147698,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
A Comparison of the ATP Generating Pathways Used by S. Typhimurium to Fuel Replication within Human and Murine Macrophage and Epithelial Cell Lines.,26930214,"Garcia-Gutierrez E, Chidlaw AC, Le Gall G, Bowden SD, Tedin K, Kelly DJ, Thompson A",2016,PMC4773185,10.1371/journal.pone.0150687,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Hypoxia-Like Signatures Induced by BCR-ABL Potentially Alter the Glutamine Uptake for Maintaining Oxidative Phosphorylation.,27055152,"Sontakke P, Koczula KM, Jaques J, Wierenga AT, Brouwers-Vos AZ, Pruis M, Gônther UL, Vellenga E, Schuringa JJ",2016,PMC4824381,10.1371/journal.pone.0153226,Data is added as supplemental table.,1,1,A,5,0,,,,1,
Combined Gene Expression and RNAi Screening to Identify Alkylation Damage Survival Pathways from Fly to Human.,27100653,"Zanotto-Filho A, Dashnamoorthy R, Loranc E, de Souza LH, Moreira JC, Suresh U, Chen Y, Bishop AJ",2016,PMC4839732,10.1371/journal.pone.0153970,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
The Microbiome and Metabolites in Fermented Pu-erh Tea as Revealed by High-Throughput Sequencing and Quantitative Multiplex Metabolite Analysis.,27337135,"Zhang Y, Skaar I, Sulyok M, Liu X, Rao M, Taylor JW",2016,PMC4918958,10.1371/journal.pone.0157847,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Fast Filtration of Bacterial or Mammalian Suspension Cell Cultures for Optimal Metabolomics Results.,27438065,"Bordag N, Janakiraman V, Nachtigall J, Gonzalez Maldonado S, Bethan B, Laine JP, Fux E",2016,PMC4954723,10.1371/journal.pone.0159389,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"Microdialysis Sampling from Wound Fluids Enables Quantitative Assessment of Cytokines, Proteins, and Metabolites Reveals Bone Defect-Specific Molecular Profiles.",27441377,"Forster Y, Schmidt JR, Wissenbach DK, Pfeiffer SE, Baumann S, Hofbauer LC, von Bergen M, Kalkhof S, Rammelt S",2016,PMC4956113,10.1371/journal.pone.0159580,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Investigating the Influence of MoS2 Nanosheets on E. coli from Metabolomics Level.,27907068,"Wu N, Yu Y, Li T, Ji X, Jiang L, Zong J, Huang H",2016,PMC5132170,10.1371/journal.pone.0167245,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Transcriptome and Multivariable Data Analysis of Corynebacterium glutamicum under Different Dissolved Oxygen Conditions in Bioreactors.,27907077,"Sun Y, Guo W, Wang F, Peng F, Yang Y, Dai X, Liu X, Bai Z",2016,PMC5132257,10.1371/journal.pone.0167156,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Proteomic Analysis of eIF5B Silencing-Modulated Proteostasis.,27959964,"Jiang X, Jiang X, Feng Y, Xu R, Wang Q, Deng H",2016,PMC5154608,10.1371/journal.pone.0168387,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Synergistic Action of Genistein and Calcitriol in Immature Osteosarcoma MG-63 Cells by SGPL1 Up-Regulation.,28125641,"Engel N, Adamus A, Schauer N, Kôhn J, Nebe B, Seitz G, Kraft K",2017,PMC5268493,10.1371/journal.pone.0169742,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"25-hydroxyvitamin D3 and 1,25-dihydroxyvitamin D3 exert distinct effects on human skeletal muscle function and gene expression.",28199350,"Hassan-Smith ZK, Jenkinson C, Smith DJ, Hernandez I, Morgan SA, Crabtree NJ, Gittoes NJ, Keevil BG, Stewart PM, Hewison M",2017,PMC5310904,10.1371/journal.pone.0170665,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,1,
"Metabolically distinct weight loss by 10,12 CLA and caloric restriction highlight the importance of subcutaneous white adipose tissue for glucose homeostasis in mice.",28245284,"den Hartigh LJ, Wang S, Goodspeed L, Wietecha T, Houston B, Omer M, Ogimoto K, Subramanian S, Gowda GA, O'Brien KD, Kaiyala KJ, Morton GJ, Chait A",2017,PMC5330530,10.1371/journal.pone.0172912,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Altered glucose metabolism and hypoxic response in alloxan-induced diabetic atherosclerosis in rabbits.,28410399,"Matsuura Y, Yamashita A, Zhao Y, Iwakiri T, Yamasaki K, Sugita C, Koshimoto C, Kitamura K, Kawai K, Tamaki N, Zhao S, Kuge Y, Asada Y",2017,PMC5391952,10.1371/journal.pone.0175976,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"Phosphatidylcholine-specific phospholipase C inhibition down- regulates CXCR4 expression and interferes with proliferation, invasion and glycolysis in glioma cells.",28423060,"Mercurio L, Cecchetti S, Ricci A, Pacella A, Cigliana G, Bozzuto G, Podo F, Iorio E, Carpinelli G",2017,PMC5397108,10.1371/journal.pone.0176108,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Relationship between recombinant protein expression and host metabolome as determined by two-dimensional NMR spectroscopy.,28486539,"Chae YK, Kim SH, Markley JL",2017,PMC5423636,10.1371/journal.pone.0177233,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
Overexpression of the human DEK oncogene reprograms cellular metabolism and promotes glycolysis.,28558019,"Matrka MC, Watanabe M, Muraleedharan R, Lambert PF, Lane AN, Romick-Rosendale LE, Wells SI",2017,PMC5448751,10.1371/journal.pone.0177952,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"Effects of iron supplementation on growth, gut microbiota, metabolomics and cognitive development of rat pups.",28662197,"Alexeev EE, He X, Slupsky CM, Lonnerdal B",2017,PMC5491036,10.1371/journal.pone.0179713,All relevant data are within the paper and its Supporting Information files.,1,1,A,5,0,,,,0,
"Accurate, fully-automated NMR spectral profiling for metabolomics.",26017271,"Ravanbakhsh S, Liu P, Bjorndahl TC, Mandal R, Grant JR, Wilson M, Eisner R, Sinelnikov I, Hu X, Luchinat C, Greiner R, Wishart DS",2015,PMC4446368,10.1371/journal.pone.0124219,All relevant data are within the paper and its Supporting Information files.,1,1,A,1c,1,,,,1,
Study of the cardiotoxicity of Venenum Bufonis in rats using an 1H NMR-based metabolomics approach.,25781638,"Dong G, Wei D, Wang J, Guo P, Li M, Yang M, Kong L",2015,PMC4363591,10.1371/journal.pone.0119515,All relevant data are within the paper and its Supporting Information files.,1,1,A,1c,1,,,,0,
A 1H-NMR Based Study on Hemolymph Metabolomics in Eri Silkworm after Oral Administration of 1-Deoxynojirimycin.,26148185,"Deng MJ, Lin XD, Lin QT, Wen DF, Zhang ML, Wang XQ, Gao HC, Xu JP",2015,PMC4492494,10.1371/journal.pone.0131696,All relevant data are within the paper and its Supporting Information files.,1,1,A,1c,1,,,,0,
Metabolite Profiling of Low-P Tolerant and Low-P Sensitive Maize Genotypes under Phosphorus Starvation and Restoration Conditions.,26090681,"Ganie AH, Ahmad A, Pandey R, Aref IM, Yousuf PY, Ahmad S, Iqbal M",2015,PMC4474700,10.1371/journal.pone.0129520,All relevant data are within the paper and its Supporting Information files.,1,1,A,"2,4",0,,,,0,
Phylogenetic and Metabolic Tracking of Gut Microbiota during Perinatal Development.,26332837,"Del Chierico F, Vernocchi P, Petrucca A, Paci P, Fuentes S, Pratico G, Capuani G, Masotti A, Reddel S, Russo A, Vallone C, Salvatori G, Buffone E, Signore F, Rigon G, Dotta A, Miccheli A, de Vos WM, Dallapiccola B, Putignani L",2015,PMC4557834,10.1371/journal.pone.0137347,All relevant data are within the paper and its Supporting Information files.,1,1,A,"2,4",0,,,,1,
"Cross-Classification of Human Urinary Lipidome by Sex, Age, and Body Mass Index.",27973561,"Okemoto K, Maekawa K, Tajima Y, Tohkin M, Saito Y",2016,PMC5156423,10.1371/journal.pone.0168188,All relevant data are within the paper and its Supporting Information files.,1,1,A,"2,4",0,,,,1,
"Biochemical, histopathological and morphological profiling of a rat model of early immune stimulation: relation to psychopathology.",25602957,"Kubesova A, Tejkalova H, Syslova K, Kacer P, Vondrousova J, Tyls F, Fujakova M, Palenicek T, Horacek J",2015,PMC4300081,10.1371/journal.pone.0115439,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolite profiling reveals abiotic stress tolerance in Tn5 mutant of Pseudomonas putida.,25629312,"Chaudhry V, Bhatia A, Bharti SK, Mishra SK, Chauhan PS, Mishra A, Sidhu OP, Nautiyal CS",2015,PMC4309533,10.1371/journal.pone.0113487,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Combined liquid chromatography-tandem mass spectrometry analysis of progesterone metabolites.,25680188,"Sinreih M, Zukunft S, Sosic I, Cesar J, Gobec S, Adamski J, Lanisnik Rizner T",2015,PMC4332660,10.1371/journal.pone.0117984,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
1H-NMR and MS based metabolomics study of the intervention effect of curcumin on hyperlipidemia mice induced by high-fat diet.,25786031,"Li ZY, Ding LL, Li JM, Xu BL, Yang L, Bi KS, Wang ZT",2015,PMC4364983,10.1371/journal.pone.0120950,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Use of nuclear magnetic resonance-based metabolomics to characterize the biochemical effects of naphthalene on various organs of tolerant mice.,25849086,"Lin CY, Huang FP, Ling YS, Liang HJ, Lee SH, Hu MY, Tsao PN",2015,PMC4388704,10.1371/journal.pone.0120429,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolic Response of Escherichia coli upon Treatment with Hypochlorite at Sub-Lethal Concentrations.,25932918,"Drazic A, Kutzner E, Winter J, Eisenreich W",2015,PMC4416902,10.1371/journal.pone.0125823,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabonomic Evaluation of Chronic Unpredictable Mild Stress-Induced Changes in Rats by Intervention of Fluoxetine by HILIC-UHPLC/MS.,26080063,"Zhao L, Xiong Z, Lu X, Zheng S, Wang F, Ge L, Su G, Yang J, Wu C",2015,PMC4469692,10.1371/journal.pone.0129146,All data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Comparative Metabolomic and Lipidomic Analysis of Phenotype Stratified Prostate Cells.,26244785,"Burch TC, Isaac G, Booher CL, Rhim JS, Rainville P, Langridge J, Baker A, Nyalwidhe JO",2015,PMC4526693,10.1371/journal.pone.0134206,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolomic and Lipidomic Analysis of Serum Samples following Curcuma longa Extract Supplementation in High-Fructose and Saturated Fat Fed Rats.,26288372,"Tranchida F, Shintu L, Rakotoniaina Z, Tchiakpe L, Deyris V, Hiol A, Caldarelli S",2015,PMC4545834,10.1371/journal.pone.0135948,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
"Characterization of Ovarian Steroid Patterns in Female African Lions (Panthera leo), and the Effects of Contraception on Reproductive Function.",26460849,"Putman SB, Brown JL, Franklin AD, Schneider EC, Boisseau NP, Asa CS, Pukazhenthi BS",2015,PMC4603677,10.1371/journal.pone.0140373,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
NMR Based Cerebrum Metabonomic Analysis Reveals Simultaneous Interconnected Changes during Chick Embryo Incubation.,26485040,"Feng Y, Zhu H, Zhang X, Wang X, Xu F, Tang H, Ye C, Liu M",2015,PMC4618859,10.1371/journal.pone.0139948,All relevant data are within the paper and its Supporting Information file.,1,1,A,"3,4",0,,,,0,
Dynamic Metabolic Disruption in Rats Perinatally Exposed to Low Doses of Bisphenol-A.,26517871,"Tremblay-Franco M, Cabaton NJ, Canlet C, Gautier R, Schaeberle CM, Jourdan F, Sonnenschein C, Vinson F, Soto AM, Zalko D",2015,PMC4627775,10.1371/journal.pone.0141698,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Proton Nuclear Magnetic Resonance-Spectroscopic Discrimination of Wines Reflects Genetic Homology of Several Different Grape (V. vinifera L.) Cultivars.,26658757,"Hu B, Yue Y, Zhu Y, Wen W, Zhang F, Hardie JW",2015,PMC4684234,10.1371/journal.pone.0142840,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolic Characterization of Advanced Liver Fibrosis in HCV Patients as Studied by Serum 1H-NMR Spectroscopy.,27158896,"Embade N, Marino Z, Diercks T, Cano A, Lens S, Cabrera D, Navasa M, Falcon-Perez JM, Caballeria J, Castro A, Bosch J, Mato JM, Millet O",2016,PMC4861296,10.1371/journal.pone.0155094,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,1,
Feasibility Study of NMR Based Serum Metabolomic Profiling to Animal Health Monitoring: A Case Study on Iron Storage Disease in Captive Sumatran Rhinoceros (Dicerorhinus sumatrensis).,27232336,"Watanabe M, Roth TL, Bauer SJ, Lane A, Romick-Rosendale LE",2016,PMC4883739,10.1371/journal.pone.0156318,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Pro-Oxidant Role of Silibinin in DMBA/TPA Induced Skin Cancer: 1H NMR Metabolomic and Biochemical Study.,27414401,"Sati J, Mohanty BP, Garg ML, Koul A",2016,PMC4944989,10.1371/journal.pone.0158955,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
"Expression of Cell-Surface Marker ABCB5 Causes Characteristic Modifications of Glucose, Amino Acid and Phospholipid Metabolism in the G3361 Melanoma-Initiating Cell Line.",27560924,"Lutz NW, Banerjee P, Wilson BJ, Ma J, Cozzone PJ, Frank MH",2016,PMC4999280,10.1371/journal.pone.0161803,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
The Role of High-Resolution Magic Angle Spinning 1H Nuclear Magnetic Resonance Spectroscopy for Predicting the Invasive Component in Patients with Ductal Carcinoma In Situ Diagnosed on Preoperative Biopsy.,27560937,"Chae EY, Shin HJ, Kim S, Baek HM, Yoon D, Kim S, Shim YE, Kim HH, Cha JH, Choi WJ, Lee JH, Shin JH, Lee HJ, Gong G",2016,PMC4999265,10.1371/journal.pone.0161038,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,1,
Variation of Human Salivary O-Glycome.,27610614,"Kozak RP, Urbanowicz PA, Punyadeera C, Reiding KR, Jansen BC, Royle L, Spencer DI, Fernandes DL, Wuhrer M",2016,PMC5017618,10.1371/journal.pone.0162824,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,1,
Radiation Changes the Metabolic Profiling of Melanoma Cell Line B16.,27631970,"Wu L, Hu Z, Huang Y, Yu Y, Liang W, Zheng Q, Huang X, Huang Y, Lu X, Zhao Y",2016,PMC5025142,10.1371/journal.pone.0162917,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Untargeted Metabolomic Analysis of Amniotic Fluid in the Prediction of Preterm Delivery and Bronchopulmonary Dysplasia.,27755564,"Baraldi E, Giordano G, Stocchero M, Moschino L, Zaramella P, Tran MR, Carraro S, Romero R, Gervasi MT",2016,PMC5068788,10.1371/journal.pone.0164211,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,1,
Rule-Mining for the Early Prediction of Chronic Kidney Disease Based on Metabolomics and Multi-Source Data.,27861591,"Luck M, Bertho G, Bateson M, Karras A, Yartseva A, Thervet E, Damon C, Pallet N",2016,PMC5115883,10.1371/journal.pone.0166905,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,1,
Protective Effects of Dexrazoxane against Doxorubicin-Induced Cardiotoxicity: A Metabolomic Study.,28072830,"QuanJun Y, GenJin Y, LiLi W, YongLong H, Yan H, Jie L, JinLu H, Jin L, Run G, Cheng G",2017,PMC5224977,10.1371/journal.pone.0169567,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Serum Metabolomics of Burkitt Lymphoma Mouse Models.,28129369,"Yang F, Du J, Zhang H, Ruan G, Xiang J, Wang L, Sun H, Guan A, Shen G, Liu Y, Guo X, Li Q, Tang Y",2017,PMC5271368,10.1371/journal.pone.0170896,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolite profiling of the carnivorous pitcher plants Darlingtonia and Sarracenia.,28222171,"Hotti H, Gopalacharyulu P, Seppanen-Laakso T, Rischer H",2017,PMC5319649,10.1371/journal.pone.0171078,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Molecular responses of genetically modified maize to abiotic stresses as determined through proteomic and metabolomic analyses.,28245233,"Benevenuto RF, Agapito-Tenfen SZ, Vilperte V, Wikmark OG, van Rensburg PJ, Nodari RO",2017,PMC5330488,10.1371/journal.pone.0173069,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Metabolic changes in the midgut of Eri silkworm after Oral administration of 1-deoxynojirimycin: A 1H-NMR-based metabonomic study.,28249023,"Deng MJ, Lin XD, Wen CW, Dong MJ, Lin QT, Zhang SZ, Xu JP",2017,PMC5332107,10.1371/journal.pone.0173213,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Comprehensive analysis of phospholipids and glycolipids in the opportunistic pathogen Enterococcus faecalis.,28423018,"Rashid R, Cazenave-Gassiot A, Gao IH, Nair ZJ, Kumar JK, Gao L, Kline KA, Wenk MR",2017,PMC5397010,10.1371/journal.pone.0175886,All relevant data are within the paper and its Supporting Information files.,1,1,A,"3,4",0,,,,0,
Plasma metabolomic profiling of patients with diabetes-associated cognitive decline.,25974350,"Zhang L, Li M, Zhan L, Lu X, Liang L, Su B, Sui H, Gao Z, Li Y, Liu Y, Wu B, Liu Q",2015,PMC4431856,10.1371/journal.pone.0126952,All relevant data are within the paper and its Supporting Information files.,1,1,A,"4,5",0,,,,1,
"Comprehensive Metabolomic, Lipidomic and Microscopic Profiling of Yarrowia lipolytica during Lipid Accumulation Identifies Targets for Increased Lipogenesis.",25905710,"Pomraning KR, Wei S, Karagiosis SA, Kim YM, Dohnalkova AC, Arey BW, Bredeweg EL, Orr G, Metz TO, Baker SE",2015,PMC4408067,10.1371/journal.pone.0123188,All relevant data are within the paper and its Supporting Information files.,1,1,A,"4,5",0,,,,0,
Changes in Brain Metallome/Metabolome Pattern due to a Single i.v. Injection of Manganese in Rats.,26383269,"Neth K, Lucio M, Walker A, Zorn J, Schmitt-Kopplin P, Michalke B",2015,PMC4575095,10.1371/journal.pone.0138270,All relevant data are within the paper and its Supporting Information files.,1,1,A,"4,5",0,,,,0,
Quantitative Profiling of Long-Chain Bases by Mass Tagging and Parallel Reaction Monitoring.,26660097,"Ejsing CS, Bilgin M, Fabregat A",2015,PMC4684364,10.1371/journal.pone.0144817,All relevant data are within the paper and its Supporting Information files.,1,1,A,"4,5",0,,,,0,
Pharmacokinetics and Metabolism of 4R-Cembranoid.,25811857,"Velez-Carrasco W, Green CE, Catz P, Furimsky A, O'Loughlin K, Eterovic VA, Ferchmin PA",2015,PMC4374761,10.1371/journal.pone.0121540,All relevant data are within the paper.,1,1,B,3,0,,,,1,
Comparative Metabolomic Analysis of the Neuroprotective Effects of Scutellarin and Scutellarein against Ischemic Insult.,26147971,"Tang H, Tang Y, Li NG, Lin H, Li W, Shi Q, Zhang W, Zhang P, Dong Z, Shen M, Gu T, Duan JA",2015,PMC4493097,10.1371/journal.pone.0131569,All relevant data are within the paper.,1,1,B,3,0,,,,0,
"Impacts of the Glucuronidase Genotypes UGT1A4, UGT2B7, UGT2B15 and UGT2B17 on Tamoxifen Metabolism in Breast Cancer Patients.",26176234,"Romero-Lorca A, Novillo A, Gaibar M, Bandres F, Fernandez-Santander A",2015,PMC4503404,10.1371/journal.pone.0132269,All relevant data are within the paper.,1,1,B,3,0,,,,1,
A Comparative Metabolomic Evaluation of Behcet's Disease with Arthritis and Seronegative Arthritis Using Synovial Fluid.,26270538,"Ahn JK, Kim S, Kim J, Hwang J, Kim KH, Cha HS",2015,PMC4536180,10.1371/journal.pone.0135856,All relevant data are within the paper.,1,1,B,3,0,,,,1,
Discrimination of Basal Cell Carcinoma from Normal Skin Tissue Using High-Resolution Magic Angle Spinning 1H NMR Spectroscopy.,26934749,"Mun JH, Lee H, Yoon D, Kim BS, Kim MB, Kim S",2016,PMC4774902,10.1371/journal.pone.0150328,All relevant data are within the paper.,1,1,B,3,0,,,,1,
Different Polar Metabolites and Protein Profiles between High- and Low-Quality Japanese Ginjo Sake.,26939054,"Takahashi K, Kohno H",2016,PMC4777507,10.1371/journal.pone.0150524,All relevant data are within the paper.,1,1,B,3,0,,,,0,
Amino Acid and Secondary Metabolite Production in Embryogenic and Non-Embryogenic Callus of Fingerroot Ginger (Boesenbergia rotunda).,27258536,"Ng TL, Karim R, Tan YS, Teh HF, Danial AD, Ho LS, Khalid N, Appleton DR, Harikrishna JA",2016,PMC4892522,10.1371/journal.pone.0156714,All relevant data are within the paper.,1,1,B,3,0,,,,0,
